,text,classification
1569,"Gente pelo amor de Deus,cadê as feministas que só serve pra colocar os peito de fora,porque a ministra não denuncia esse jornalista,ele a ofendeu profundamente,na verdade ele ofendeu nos mulheres,que absurdo como um homem pode falE isso pra uma mulher,ministra,se não começar a denunciar esses lixos,eles vão achar que pode tudo,eu me senti agredida com o que esse Leco escreveu.",True
1570,que horror! cadeia é pouco pra esse canalha!,True
1571,#midialuxo nojo dessa imprensa nacional,True
1572,M I S E R Á V E I S. Vão pagar muito bem... a hora de cada um vai chegar. #somoatodosdamares,True
1573,Puta merda... como são covardes! Tem que ser muito forte pra aguentar isso!😢 Essas pessoas não valem nada... Força ministra!,True
1574,Quem escreveu isso contra a ministra é uma verdadeira bicha enrustida um tremendo cortador de madeira pelo furico 💩💩💩,True
1575,Tem que pegar o cara que escreveu essa matéria a dar um taca nesse verme. Bater nele até ele perder o caminho de casa. Prender ele na cadeia e quando soltar ele lá dizer que ele estuprador aí ele vai aprender a dar valor.,True
1576,Essa é a mesma mente de um canalha chamado lula. É assim que ele ver uma mulher,True
1577,"Liga Ministra a Senhora tem a admiração e respeito dos brasileiros de bem, processa este crápula nojento 🤮🤮🤮🤮🤮",True
1578,Nojentos 🤮🤮🤮🤮,True
1579,Meu DEUS que horror... Esses esquerdopatas não sabem o que é RESPEITO.,True
1580,Que nojo ver esse cachaceiro falar,True
1581,Tem q prender logo esse marginal,True
1582,Louco de pedra. Tem que voltar pra cadeia URGENTE.,True
1583,Lula você é um agitador você tem que ser preso novamente o quato antes,True
1584,Fdpta,True
1585,Com o pode este criminosso vagabundo ainda não está presso,True
1586,É um canalha esse Lula,True
1587,🐭 rato descarado 🐭🐭🐭,True
1588,Nós é que não vamos desistir. Vamos continuar nossa luta. Essa corja nunca mais vai ter o governo nas garras. Desistir jamais!!! 🇧🇷,True
1589,"Num primeiro momento eu fiquei triste com a liberdade do molusco, mas agora vendo isso fico feliz pois o povo brasileiro vai entender o que representa este partido. Um líder que pede a violência! Que chama um herói nacional de bandido. Enfim, o tempo irá dizer. Molusco se arrenda diante de Deus, só ele tem poder para salvar sua alma.",True
1590,"Bandido corrupto pensando dar lição de moral com sua imoralidade, verdadeira desgraça para a humanidade. Acorda pequena parcela de cegos e surdos que não enxergam a realidade. Segue firme nosso Presidente Bolsonaro.",True
1591,A única coisa que o lula irá provar ..é como se apodrece na cadeia estando milionário de tanto roubar o povo. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,True
1592,Governo de milícia 🍊,True
1593,Lulalixo da nojo de ouvir esse cara😁😁,True
1594,"Este cara é um escroto, a besta fera em pessoa",True
1595,MEU DEUS!!!!! ESSE VERME TEM QUE SER CALAFO.,True
1596,"Essa besta humana é o câncer do País, tem q voltar p jaula, urgentemente! E viva o Presidente Bolsonaro 🇧🇷😎🙏",True
1597,Segura o velho que ele tá vedado.,True
1598,"Lulaladrão NAO me impressiona, mas esses HaddadS todos com conhecimento e estudo ouvir essas boboseiras e apoiar é de dar nojo!!! 🤑",True
1599,Sou Bolsonaro e nao abro mão nunca. Você é im bêbedo e presidiário solto Sr Lula lavagem cerebral dos pobres de espírito. 😡,True
1600,Somos todos Brasil! Lula aqui não tem vez! Psicopata,True
1601,Psicopata cara de pau Usa as pessoas carentes pra roubar a nação,True
1602,Como pode ser tão canalha esse Lula,True
1603,"Idiota, luladrao",True
1604,"Continua a ser o canalha terrorista de sempreSe tivessem colocado esse molusco numa prisão comum, duvido que estaria tão o mesmo👹👹",True
1605,"Incitando o ódio a guerra ,vandalismo😒",True
1606,"Esse Lula é um doido, não consigo entender que tem gente que ainda da crédito.",True
1607,Canalhas,True
1608,"Louco, louco. Prendam esse desequilibrado comunista",True
1609,Lula canalha,True
1610,"Esse ta precisando ser internado , isso não é normal ..lixo",True
1611,Esse carniça 💩👿 podre 💩💩 🐍🐭🦑🚓🚓🚓🚓 essa praga tem fome de poder e dinheiro público roubado.,True
1612,"E se eles fizerem isso conseguem, porque do outro lado escuta tudo com medinho. Bando de bunda mole!!!!!",True
1613,Trancafia esse baderneiro de novo.,True
1614,"É só isto que ele faz o discurso , é um cretino ladrão corrupto 🤮🤮🤮👎",True
1615,"Esses esquerdopatas estão amarrados, amordaçados, estão vencidos e destruídos em Nome dO Senhor JESUS CRISTO 🙏AMÉM E AMÉM 🙏",True
1616,Esse cara tinha q estar preso em presídio d segurança máxima(sem internet) p não falar m.... 😡🤬,True
1617,Esse homem está louco,True
1618,"Nunca deveriam ter soltado esse marginal , inimigo da pátria",True
1619,Lula vagabundo e bandido !!!,True
1620,Estamos juntos contra esse homem inútil e baderneiro.,True
1621,Cara vagabundo !!😡😡😡😡,True
1622,E o Aras? Até agora só demonstrou ser petista defensor do Toffoli é Lula livre.,True
1623,Até quando vamos aguentar esse ladrão solto incitando o terror !,True
1624,Velho comunista safado,True
1625,Babaca!,True
1626,O cara é o tempo todo excitando a violência acabou de sair da cadeia o tempo todo em palanque fazendo política mas o bom que a confiança no bolsonaro está cada dia aumentando,True
1627,"Não entendo. Por que não o prenderam imediatamente por incitação à violência? Quanto mais tempo ele passar livre, pior para a Nação!",True
1628,"Esse verme do lula é um monstro,quem é ele pra ousar a pronunciar o nome do Juiz @sergiomoroo @jairmessiasbolsonaro @rosangelawmoro verme ele só quer discórdia,guerra,sangue..Quando esse verme,rato de esgoto volta pro lugar que ele tem que apodrecer..Isso solto é um perigo pra sociedade..",True
1629,Esse ser deve voltar para a cadeia por incitar a violência. Ele é toda cambada dele,True
1630,#lulanacadeia,True
1631,Tem que voltar para a cadeia ir para a cela e perder a chave.,True
1632,Bandido NOJENTO asqueroso.,True
1633,"Agora vc me diz, esse velho filho da puta quer lutar pelo que? Se as coisas estão começando a andar.",True
1634,"ESSE CANALHA SAI DA CADEIA E EM MENOS DE 10 MINUTOS DESPEJA SEU ÓDIO, SUA AGRESSÃO E CONVIDA SEUS SEGUIDORES A ATACAR? O GOVERNO PRECISA SER MAIS RIGOROSOCOM ESSE VAGABUNDO. NESSA SUA SAIDINHA NÃO REPAREI A PRESENÇA DOS SEUS FILHOS PARA RECEPCIONÁ-LO.",True
1635,"Se esse canalha quer luta, que venha lutar pra ver se nós somos o povo passivo do Chile e da Argentina... Ele verá quero verdadeiro filho do Brasil não foge a luta! Tenho nojo até de ver imagens dele. Vagabundo. Ladrão!",True
1636,Que absurdo. É muita petulância desse presidiário.,True
1637,Criminosos. ( pode vir eu estou pronto).,True
1638,"Ele deve ser preso por incitação a violência , bandido",True
1639,"Canalha,bandido falando em recuperar um país que ele destruiu,e alguns idiotas gritando,deve estar bêbado já.....",True
1640,MISERAVEL E ISSO QUE ELE.QUE GUERRA SIVIL.NO BRASIL .TEM QUE FICAR PRESO ESSE INFELIZ.,True
1641,Louco,True
1642,Estamos juntos contra esse bandido terrorista,True
1643,"e ninguém faz nada com esse crápula, estou indignada!",True
1644,Ladrão Fdp,True
1645,"ESSE VERME ENGANA OS JUMENTOS,E MENTE QUANDO CITA A BOLIVIA,POIS LA,É O MESMO POVO DE BEM QUE NÃO AGUENTAVA MAIS O AMIGUINHO DELE FERRANDO COM A NAÇÃO. MAIS UM MOTIVO PARA O POVO BRASILEIRO E O EXEECITO CRIAREM VERGONHA NA CARA E TOMAR-MOS UMA ATITUDE CONTRA ESSES LIXOS.",True
1646,Se acontecer o que esse marginal quer culpa dos safados do stf,True
1647,"A população do bem sempre vai prevalecer a esses PETRalhas,se forem fazer baderna vamos responder à altura",True
1648,Infelizmente aínda existem pessoas cegas que não enxergam a verdade e querem que esse crápula volte ao poder pra terminar de destruir o país porque o que ele já fez não foi suficiente pra eles acordar glória a Deus pela vida só Bolsonaro que ele conserve o com muita saúde pra que cada dia mais ele mude essa trajetória do país,True
1649,Cadeia nesse verme!,True
1650,Amém que Deus cubra de bençãos vcs e que dê dicertimento pra poder lidar com todas essas afronta dos esquerdista.,True
1651,Esse vídeo e imundo,True
1652,Eu não aguento mais olhar essa cara lavada do luladrão,True
1653,O nojo,True
1654,Bandido!! 👹 Deus nós livre desse capeta em carne e osso.,True
1655,Esse bandido tem que voltar é pra cadeia😡😠,True
1656,Esse lixo... Um verdadeiro canalha...,True
1657,Como é que pode um cara desses falando do juiz Moro? Falta de respeito. Devia criar vergonha na cara,True
1658,"Leva ele pra junto do Adélio , está louco kkkkkk",True
1659,Interna ele junto com o Adélio está louco 🤣🤣🤣🤣🤣,True
1660,"E ainda por cima é rebelde, frustado, revoltado, isso é as piores qualidades de um ser humano Deus tem misericórdia de nós.🙌🙌",True
1661,"Filhos de uma amada e bem aventurada,"" incentivando a desordem e o caos... mandar o Adélio botar chumbinho na cachaça que ele toma!",True
1662,Isso é incitar o ódio devia ser preso só poriço,True
1663,Abatam esse verme!,True
1664,"PT VERGONHA MUNDIAL! TENHO VERGONHA DE TER TUDO UM PRESIDENTE LIXO COMO ESSE CARA CHAMADO LULA, NÃO RESPEITA NINGUÉM É NÃO MERECE NOSSO RESPEITO! É APENAS UM CONDENADO EM LIBERDADE PROVISÓRIA! #LULAVOLTAPTACADEIA",True
1665,Devia ser preso novamente esse bandido ao falar isso!,True
1666,Vagabundo! Déspota! Demiurgo!,True
1667,"Deus seja com todos que repudiam essas atitudes satânicas, esses adoradores do diabo não diminarão nunca mais a nossa nação, aqui se levantou um povo que ama a Deus acima de tudo e o Brasil acima de todos!!!",True
1668,"Lula, foda-se.",True
1669,Que maldito esse ser...😬😤#somostodosbolsonaro.,True
1670,"Esse terrorista é problemático e não sabe o que diz,mas, faz merda que é um campeão.Nojento....",True
1671,#lulapreso,True
1672,#CalaEssaMatracaLADRÃOdosCofresPúblico,True
1673,Esse criminoso é uma aberração.,True
1674,"Temos que calar a boca deste idiota, sai fora idiota vc tá procurando e vai achar.",True
1675,"Esse lula é um demônio,tem que ser preso novamente 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",True
1676,"Povo deveria resistir mesmo , fazer igual Chile botar fogo no luladrão STF na corrupção seria ótimo começando por eles que é patrimônio de bosta!😂😂😂😎😎🇧🇷 ele.quer joga ele na Paulista",True
1677,Larápio canalha,True
1678,Esse maldito deve ser preso,True
1679,Esse verme tem que voltar prá cadeia!!!,True
1680,"Esse Lula é um canalha, bandido, corrupto e falastrão! Tristesa ver um povo iludido sendo enganado por este verme! Porquê não prendem ele de novo por incitação a violência? Por calúnia e difamação de um Ministro Integro como o Moro? Tem que haver uma forma de levar esse bandido de volta pra cadeia!",True
1681,"Incitação do ódio, muito típico de vagabundos como Lula e Maduro. Como sempre nada mudou, devia ter ficado encarcerado em uma penitenciária comum, pois não tem né",True
1682,"Jamais desistir! Este país é nosso. Este canalha convoca abertamente os marginais para apoiá-lo em uma revolução, quando diz que não suporta ver a polícia oprimir jovens que roubam celulares. Que tamanho absurdo! O Brasil vai crescer e ser uma grande potência mundial.",True
1683,Nessa hora a mão que segura o porrete chega treme,True
1684,Devia ter vergonha em falar a palavra honra,True
1685,Nojo desse bandido,True
1686,O ladrão do Lula quer fazer do nosso país o q Stálin fez com a antiga URSS. 54 anos no poder. Não vamos permitir! Estamos com Bolsonaro!,True
1687,Canalha.. Bandido.. quer ver sangue de irmãos brasileiros.. para satisfazer seu ego .. Bandido.,True
1688,💩💩💩💩💩💩 desgraçado,True
1689,Esse homem é diabólico,True
1690,Que nojo dessa ladrao!,True
1691,#stféumavergonhanacional,True
1692,"Esse cara deveria estar preso, ele vai da trabalho estando solto ,pois ele é um bandido perigoso, com certeza irá tentar fazer igual no Chile. Cuidado isso e cobra venenosa.",True
1693,"Que bandido ousado. Imagina se Bolsonaro falasse uma barbaridade dessas a esquerdalha burra caia de pau, mas foi o jumento que incitou a baderna eles aplaudem , porque tal pai ou seja , tal jericó tal os seguidores.",True
1694,Não vale apena ver este marginal e repúdio o que ele fale o lugar dele é a penitenciária.,True
1695,Apenas um bêbado falando!,True
1696,Tem que acabar com este verme e expulsar comunistas,True
1697,"Esse filho da puta quer é uma guerra no Brasil,esse cara é um psicopata tem que prender esse crápula,isso é um perigo pra sociedade brasileira",True
1698,"Esse que é o bandido ladrão do Lula é terrorista que quer conseguir o PODER na marra, isso foi que esse maldito STF fez com o nosso Brasil. E tem mais uma coisa que esse STF está recebendo ordem do maldito PT, porque a maioria dos Ministros são PETISTAS e seu Presidente foi advogado do PT.",True
1699,Louco!!,True
1700,"Presidente manda este traste para Chile,nao queremos o Lula mais aqui já estamos cansados dele.",True
1701,Esse bandido devia ser fuzilado,True
1702,Nojooooo,True
1703,Esse bosta tem q voltar pra cadeia já!,True
1704,Canalha comunista,True
1705,"Lula é um criminoso de corpo, alma e espírito. É um homem demoníaco!!!!!",True
1706,Lixos! 💚🇧🇷💛,True
1707,Lula lixo 🗑,True
1708,esse cara tá desequilibrado lulalouco,True
1709,Luladrão ! Canalha!,True
1710,"Deus nós acuda, este Lula só incentiva o que é ruim, que homem nojento",True
1711,"Deus onrre nosso governo. E parabéns pela perseverança, nunca desista do Brasil estamos com vocês, o Brasil precisa de pessos de coragem para enfrentar o militantes vermelho.",True
1712,"Como pode, esse verme, estar solto???",True
1713,Esse é incendiário,True
1714,Recuperar o país???? Logo ele que o detonou?!!! Anti Cristo!!!,True
1715,Sérgio Moro..mande prender esse canalha ele está fazendo incitação a violência,True
1716,Este vagabundo so saiu da cadeia pra cair e vomtar pra lá de vez!,True
1717,Sério isso .... Ele é doido,True
1718,Canalhas 👿😈👿👿👿👿👿,True
1719,Vagabundo criminoso,True
1720,É UM MARGINAL!,True
1721,Deus nos livre dos psicopatas,True
1722,Como pode ter idiotas escutando esse corrupto do PT?,True
1723,"Cara de pau ! não desiste de atormentar o brasileiros , sai em nome de jesus👑 😍",True
1724,Vermelha tá a bunda desses vermes !!!!!!,True
1725,Excremento! Escória!,True
1726,Uma desgraça dessa incitando o ódio,True
1727,Ninguém vai calar essa imundice?,True
1728,Este criminoso tem que voltar prisão 😱😱,True
1729,▪DE QUE HONRA ÊSSE MERD...ESTÁ FALANDO!???,True
1730,SEGURANÇA NACIONAL JÁ PRA PRENDER ESSE TERRORISTA!!! 👊🇧🇷,True
1731,Filho da puta vagabundo!,True
1732,"Vagabundo, safado! ...incentivando o vandalismo. 😡",True
1733,"Se tiver que lutar pelo futuro dos meus filhos e a melhoria do meu país , eu volto para as forças armadas sem salário e ajudo a combater a esquerdalha. #lulaterroristanacadeia",True
1734,Tu ta doído rato,True
1735,"Que nojo dessa gentalha da esquerda, são o submundo do mal!!😡",True
1736,"INCENTIVADO À GUERRA, VOLTA ESSE HOMEM PARA CADEIA. DEMÔNIO CHEFE 😝😝",True
1737,Velho maluco tem que botar para a cadeia.,True
1738,Esse terrorista tem que voltar pra CADEIA.,True
1739,Lula desgraçado,True
1740,Esse CANALHA já devia ter voltado para a cadeia de segurança máxima.,True
1741,Esse verme tem que ir preso de verdade. Ele está tentando fazer uma revolução em nosso país.,True
1742,Esse Lula é retardado,True
1743,"Cretino este homem. Ele é do mal, cada dia mais tem provado isso. Mas Deus é Senhor, e há de dar a vitória a quem O segue! #bolsonaro",True
1744,Moro coloca este bandido na cadeia por favor . Cadê os filhos dele que não apareceu pra encontrar o pai ?🤡🤡🤡🤡,True
1745,Na cadeia se fazia de coitadinho e abaixava a cabeça. Agora... Voltou o Lula Raiz. Medo desta turma hein?!,True
1746,"Esse velho maldito tem que voltar pra cadeia, lá é o lugar desse safado.",True
1747,Tranqueira,True
1748,"Deus, que nus livra desse demônio do Lula, lulárapio e na cadeia",True
1749,"Não consigo ouvir a voz deste lula,repúdio total da cara dele e voz dele😡😡😡😡",True
1750,"A gente tem que enforcar esse marginal em praça pública para que sirva de exemplo aos seus seguidores, esse sujeito além de marginal é terrorista !!!",True
1751,Nojo desse.verme,True
1752,Esse homem é o demônio,True
1753,Esse lula e um merda,True
1754,Vagabundo desordeiro!,True
1755,Condenado cale sua boca,True
1756,Esse Lula tá mostrando a cara esse bandido @lulaoficial,True
1757,"Foi prá isso quê o Lula ladrão foi solto?? Quê vergonha, Brasil..",True
1758,"A gente recuperar esse país ele quer dizer a corja Ptralha né? vão abrir as portas da cadeia pra tirar os outros ?e arquivar processos e investigações sobre os q estão soltos?inocente ou BURRO vc hein Lula ,acha que o cidadão de bem vai aceitar VCs de volta no poder ???#ptnunca #LULAFICHASUJA #STFVERGONHANACIONAL #nojo de quem idolatra BANDIDO",True
1759,Picareta vai pro inferno verme nojento 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,True
1760,LULA é ladrão.,True
1761,"Luladrao incentivando a violência,absurdo em sortear esse lixo",True
1762,Isss aí @bolsonarosp 👏👏👏👏(Carniça humana!!!!! Lula)!!!!!,True
1763,Tem que prender por incitação a violência.,True
1764,Prenda esse bandido,True
1765,Lula é um vagabundo safado,True
1766,Não vou acionar o áudio porque não aguento a voz e o conteúdo dito pelo carniça.,True
1767,Tem q voltar pra cadeia de onde não deveria ter saído. É uma ameaça para o 🇧🇷,True
1768,Filho do diabo,True
1769,Essa porra eh o diabo,True
1770,Sem palavras pra esse canalha que quer provocar a baderna 😡😡😡,True
1771,Esse 💩tem que provar é a sua inocência (não tem como provar) e não atacar o Moro.,True
1772,O bom é saber que ele esta com 74 anos e em breve capota.,True
1773,Este canalha estar livre é uma vergonha.,True
1774,Loucos adorando e idolatrando um loco..... Affff....quanta tolice e cegueira desse povo. Muito triste...😔😢😭 Acorda BRASIL! 🇧🇷💚💛💙 Estamos sobre Nova Direção. Brasil Acima de Tudo e Deus Acima de Todos❣️ 🤗🙏🏻🙌🏼🙌🏼,True
1775,Tá repreendido seu Lula demônio.,True
1776,É uma questão de honra cortar a cabeça dessas cobras . Olho por olho! Dente por dente!!!,True
1777,Diabo em pessoa esse ladrão safado,True
1778,"Deus da misericórdia, livrai-nos desse mal!!! Eu não mereço nem ouvir a voz dele. Senhor tende piedade de nós!!!O cara enlouqueceu, a sede de poder dele, já matou muita gente!!!",True
1779,ESTE CANALHA NÃO PODE FICAR SOLTO .GRAÇAS A ESTE STF COMPOSTO PORINCOMPETENTES METADE COM RABO PRESO A DEFENDER BANDIDOD Q PODEM AGREDIR DOM FRASES TERRIVEIS NOSSO PRESIDENTE E SEUS MINISTROS INCLUSIVE ESTE BEBADO DECREPTO AGRIDE O MINISTRO MORO COM PALAVROES NÃO ACONTECE NADA MAIS DAÍ A INVESTIGAR MINISTRO DO STF. NAO PODE. Q DEMOCRACIA É ETA?,True
1780,Mete bala nesses bandidos !,True
1781,"Pra tinha que emudecer esse canalha ladrao safado, tem que lavar isso que ele chama de boca pra falar de. Moro",True
1782,"Um condenado chamando ministro desta palavra tão ofensiva, ao meu ver já deveria estar preso por desacato a autoridades e muitas outras coisas !!!",True
1783,Como me espanta esse Bandido poder falar desse jeito de uma autoridade e nada ser feito contra ele ???? Pq essa blindagem ao Lula ????,True
1784,Esse calhorda nunca mais terá a força que nosso Brasil tem hoje 👏🏻👏🏻👏🏻👏🏻,True
1785,"Quem vai dar lado para imundice dessa,🤮🤮🤮",True
1786,#Lulanacadeia,True
1787,Louco...psicopata...sem noção....seu lugar eh atrás das grades...inflamando o povo rebelde contra a nação.... porque vocês não vão morar no vou ME.. .na Bolívia.. .em Cuba.. .como militantes despatriados?,True
1788,"Esse desgraçado incentivando guerra civil. Exército fica de olho, bandidos tem q está na cadeia. Esse partido sempre incentivou guerrilhas, são uns, pilantras miseráveis.",True
1789,Não consigo entender...o porque que esse homem zomba na cara da justiça e dos brasileiros do jeito que ele faz....dá nojo esse tipo🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮homem irritante...sem noção esse lula ladrão,True
1790,"Ainda bem, q esses bandidos não estão mais no poder.",True
1791,Eles são canalhas.. Covardes.. Destruíram nosso país.. Nos roubaram descaradamente.. Não se importam nem um pouco com nossa nação.. Apenas buscam seus próprios interesses e são doentes pelo poder.. Querem estar no controle.. Querem o poder a qualquer custo!.. Nós não recuaremos.. Nós venceremos!.. E eles serão envergonhados!... 🇧🇷🇧🇷,True
1792,Esse BANDIDO LADRÃO...NUNCA era.pra ter sido solto...pois um VAGABUNDO DESSE NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO... IMAGINA DE UM PAIS. ACORDA BRASIL...NOSSA BANDEIRA É VERDE E AMARELA... NÃO VERMELHA DO COMUNISMO. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💓💓💓🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,True
1793,Esse lixo é nocivo a paz e a saúde de nossa nação,True
1794,Bradileiros acordem contra os comunistas,True
1795,Demônio 🤬,True
1796,Tem que prender esse sujeito,True
1797,Desgraçado este Luladrão..mas aqui não é o Chile..e a maioria do povo é BOLSONARO,True
1798,Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,True
1799,"deixar esse indivíduo solto ele pensa q pode falar oq ele quer recole ele atrás das grades e não de mais liberdade,Moro esta esperando oq ?",True
1800,Bandido porque te tiraram da cadeia? Volta pra lá já ###,True
1801,Deixa estes ladrão solto só pode dar em baderna,True
1802,Não dê força pra esse demônio! Tem que cair no esquecimento!,True
1803,Canalha,True
1804,"Você precisa e voltar para cadeia para que povo onrrado concerto o país que você derrui sim temo que seguir o exzemplo do povo da Bolívia te expulsar do país, embusteiros de merda kkk",True
1805,"Vamos varrer o PT do nosso país. Estamos juntos nessa querra, nosso país jamais será uma Venezuela.",True
1806,Tem que prender esse maluco,True
1807,58 milhões de Brasileiros votou em Bolsonaro e esse bandido se acha dono desse país,True
1808,Tem que jogar esse lixo de volta para a cadeia,True
1809,"Vamos continuar lutando pra defender nosso país contra esses bandidos,bom este vídeo 👏👏👏👏",True
1810,"E você está mais do que provado que nunca foi Prezidente e o chefe de uma faquicao criminosso Reubou, matou, daquio o país inteiro, vai casar sapos mas por favor devolva todo nosso dinheiro que vocês saquearam destruiu-o 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷d🇧🇷🇧🇷🙏🙏🙏👏",True
1811,LSN NESSA CORJA DE VAGABUNDOS,True
1812,"@lee_eid olha esse vídeo, desse vagabundo, o que a esquerda quer para nosso país!! Gostaria muito que visse, não seja enganada 😘",True
1813,Vergonha...,True
1814,"Rapaz um ladrão vagabundo, sem moral desse, lixo falando uma coisa dessa do MORO HOMEM DIGNP E HONRADO!!",True
1815,Meu Deus!! Isso já é motivo de sobra para esse verme voltar para a jaula!,True
1816,"Esse trevoso saiu da cadeia só para estigar o ódio ,a revolta e o caus no Brasil,mas não conseguirá,Deus no comando do nosso presidente 🙏🇧🇷🇧🇷🇧🇷🇧🇷",True
1817,Podridão não tem limites com esse pessoal ligado ao BOLSOASNO.,True
1818,Cretino!!!,True
1819,Judas 🔥🔥🔥🔥🔥🔥😢😢😢😢,True
1820,Já estou levantado capeta,True
1821,O grupo pra fazer você ir pra o iferno,True
1822,Fdup,True
1823,Quanto nojo🤮,True
1824,Otario,True
1825,Bandido gay enrustido! Pedófilo de merda!,True
1826,Charlatão..🤮,True
1827,"Nesse desgoverno, eitores do Bozo terão que defender o indefensável ...",True
1828,O deus desse ser sub-humano está em putrefação!,True
1829,Só os cvcardes combinam com esse expediente!,True
1830,Tropa virtual...Que comédia essa esquerda 😂😂😂,True
1831,#CassaçãoMarcoFeliciano,True
1832,Vergonha falso profeta...políticos bandidos..,True
1833,"Marquinho que parece gostar do verbo espancar, mmm?",True
1834,Ser escrotoD+,True
1835,Hipócritas,True
1836,Esse pastor é um RATO!,True
1837,Sepulcro caiado😈,True
1838,E se diz pastor um endomoniado desse.,True
1839,Esse Feliciano é um sujo carniceiro!,True
1840,Um homem de Deus que nem o diabo quer .,True
1841,Pastor mequetrefe que incentiva a violência....só fala asneira....vá trabalhar.....gosta de aparecer.,True
1842,Lixo ou melhor chorume do lixo bosonarista,True
1843,Essa bancada é do ☠️👹👺,True
1844,Coloca o satã no caminho desse pastor Feliciano bandido.,True
1845,Que vergonha! Esse senhor envergonha o evangelho de Cristo!,True
1846,Típico fariseu!,True
1847,A cara dele é de demônio,True
1848,Nojo,True
1849,Pastor do demo,True
1850,Meu Deus!o homem que fala de Jesus? que hipócrita.,True
1851,Não sei como esse cara nao foi preso ainda,True
1852,"Essa tal pastor, que se diz deputado é muito baixo, ridículo.",True
1853,Esse é um falso moralista pasator de satã.,True
1854,quem tem que baixar a bola e tu Demoníaco...esse deserto de ideias que vc chama cabeça deve estar a serviço do bem de seus eleitores não convocando milícias das profunda dos infernos!,True
1855,"O CAPIROTO cansado de derrotas resolveu atacar fantasiado na pele de líderes religiosos, infiltrado em Igrejas frequentadas por gente de fé e do bem, em sua maioria. Vejam quanta pregação de ódio, ira, maldades, luxúria e apego ao dinheiro (só falam em dinheiro!) sai da boca dessa gente.",True
1856,Pastor do inferno,True
1857,Pastor miliciano🙌,True
1858,O chamado crente do demônio né,True
1859,Vagabundo,True
1860,Bandidagem pura,True
1861,Vagabundo,True
1862,E o petê?-desfoca o gado.,True
1863,"Mais é muito safado uma criatura deste , se eu fosse evangélica pedia o pastor para expulsar este indivíduo, nunca vi uma pessoa que se diz de Deus, pregar a discórdia,.. quem pega o dinheiro público e colocar nos dentes para ter sorriso congate , enquanto muitos pobres passando fome , este indivíduo não tá nem aí , imagine o que ele seja , covarde''",True
1864,Falso profeta....Isso eu sempre soube...Nunca gostei da tua cara.,True
1865,Tenho pavor desse cara,True
1866,Falou o representante de Cristo no congresso! - mequetrefe do caralho!,True
1867,Palavriado e atitudes bem adequadas a um pastor. Jagunço cafajeste!,True
1868,Pastorzinho de meia tijela!,True
1869,Sem vergonha,True
1870,Jesus só serve na hora de tirar dinheiro dos incautos,True
1871,@yurikairos_ vagabunda e se diz pastor tem nem vergonha,True
1872,Vagabundo,True
1873,Assustador. Demoníaco.,True
1874,Aqui na Bahia se chama CRENTE DO CU QUENTE,True
1875,Que do Cara do mal. !!!!,True
1876,Bancada evangélica.... kkkkk A bandidagem mora lá,True
1877,Um lixo,True
1878,"E esse bandido se diz pastor, sujeito baixo esse! 🤮🤮",True
1879,"Em público diz aleluia, amém, etc. No privado falam em espancamento virtual. A hipocrisia desses falsos cristãos é de doer nos ossos.",True
1880,Nojento,True
1881,Odeio esse lixo.... Que o Universo se encarregue de espanca-lo ... sem ninguém precisar tocar...#marcosfelicianoseulixo,True
1882,Pastor de hienas 🤮,True
1883,Olha aí os cristãos. Deveriam lavar a boca com sabão atestado de falar em Cristo,True
1884,E falam tanto em Deus....e assim vão enganando o povo. Hipócritas. Criaturas das trevas.,True
1885,Ainda bem que Deus ta vendo o que ele prega e faz. Espero que ao menos no inferno ele coma muita bosta fervendo. Ser do diabo. (Não sou pastor...posso desejar mal pra caralho...👊😎👊),True
1886,Bicha enrustida!!!,True
1887,So lixo usando a bíblia e a palavra de Deus. Esse pavão misterioso não se emenda. Jurista???,True
1888,#Forafeliciano e sua tropa virtual.🏴,True
1889,Nunca acreditei na integridade desse homem. Cheio de falso moralismo!,True
1890,Os cara tá pensando mais em dinheiro do que em Jesus a Bíblia fala desses falso profeta,True
1891,Imundo! 😠😠😠😠😠😠😠😠😠,True
1892,Pastor do diabo,True
1893,Toma vergonha crente safado....e ainda acha quem aplauda este maldito!,True
1894,Covardes!,True
1895,"Pena das pessoas que tem um falso profeta deste como líder religioso bora ali atacar alguém nome de Jesus, amém?",True
1896,Safado!!!,True
1897,Só maracutaia!!!,True
1898,😡Bandido disfarçado de pastor,True
1899,Milícias digitais e reais! Fazem um grande estrago à democracia brasileira!,True
1900,ESSES SÃO OS DEJETOS BOLZONARISTAS 💩💩💩💩💩,True
1901,Os celulares dessas pessoas devem de terminar tudo com 666. Só a serviço da besta. Volta Jesus!,True
